Intent,Sentence
1,I shall be glad to meet for dinner/coffee and chat.
1,I shall be glad to meet with you.
1,I shall call you Friday morning my time.
1,I shall give you a call within the next few days to update you on our work and developments at Enron.
1,I shall join you there.
1,I suggest a conference call with Delta at 100 to discuss where we are.
1,"I think I might need to talk to you about this tomorrow, because I'm confused."
1,I will discuss with you when I have more details.
1,I would also like to discuss the staffing issues.
1,I would be happy to reschedule at your team's convenience.
1,I would be happy to reschedule for next week.
1,"I would like to invite you and a guest to join me for the annual Juvenile Diabetes Foundation Gala to be held on May 12, 2001 at the Westin Galleria."
1,I would like to speak with you about an open position in our organization.
1,I would love to come to your dinner party!
1,I'd be pleased to meet you.... $LINK
1,I'd better meet you downstairs or wherever we are going.
1,I'll call you when (and if) I get off this call.
1,I'll fill you in tomorrow on why it's so high level (and repetitive).
1,I'll look at it and get back to you first thing Monday.
1,I'll see you tonight at choir rehearsal.
1,I'll try to get the tariff numbers and get back to you.
1,I'll visit with you tomorrow about what to do.
1,I'm also available to discuss the proposal further by phone if you would like to talk before Monday.
1,I'm available at about 11:45 AM my time if you'd like to try to talk then.
1,I'm glad to discuss this if I can be of help.
1,I'm looking forward to your discussion regarding the reregulation threat at the next meeting.
1,"I'm not sure about our schedule, but if we have free time which matches up with you, I would like to spend some time discussing the issues."
1,"I'm out next week, but will probably give you a call to discuss a bit."
1,"I'm sure that you're extremely busy, but I'd be very interested in talking to you at your convenience to discuss the viability of growing grapes on my property."
1,I've available to you or your colleagues at any time.
1,If You consider interesting evaluate the partnership I will meet You in NYC as soon as possible before Sunday when I have to go in Italy for some meetings.
1,"If possible, I am going to try and permit each site for 45 ppm NOx as opposed to the 25 ppm NOx number, so I would appreciate your assistance in this also."
1,"If you can't, we will try to get one of the neighbors."
1,"If you don't know your Customer Number or PIN, go to capitalone360.com, select 'Sign In' and use the online tool to look up your Customer Number or Reset your PIN."
1,In our phone conversation before the meeting you mentioned another contractual arrangement under which we could work with your company employees on a case-study.
1,"Ina, will you have the IT group order and install Socal Gasslect and Passport on my desktop and laptop pc?"
1,It would be great to meet in person and discuss issues.
1,"Jeff, hopefully we can convince you to come when we re-schedule - seemed like an easy call."
1,Just want to touch base in the event that there's any follow up.
1,Let's aim for Thursday am.
1,Let's definitely try to coordinate for the next meeting.
1,Let's keep sending back and forth and get together Wednesday morning to finalize.
1,Let's regroup on Monday.
1,Let's share some research and see if there is any place that we could get excited about going.
1,Let's wait for Sandeep: he comes back Wednesday.
1,Monday lunch ?
1,Need to fill you in on the investigation discussions with the Republicans in today's meeting with Lay.
1,Or I could meet you during break on Monday.
1,Perhaps coffee or lunch?
1,Perhaps we can also arrange a discussion about the interconnection agreement.
1,Please get involved here and let these people know this.
1,Purchase and enjoy instantly on your Android phone or tablet without the hassle of syncing.
1,"Rick, I need your view on which of these deals need to go through the board:"
1,"Shelly, we can do that but check with Cindy when she returns next week."
1,The news from India continues to be grim and I have several things that I want to discuss with you.
1,The tentative plan is that we can go to dinner together on 10/31.
1,"We can add change of law as an event which gives us schedule relief, but we might want to broaden the definition of change of law."
1,We can arrange a 3-way call with your current carrier to help with that.
